image_path,true_label,load_stage,width,height,file_size_kb,blur_score,brightness,edge_density,fast_correct,fast_confidence,fast_latency_ms,fast_utility,balanced_correct,balanced_confidence,balanced_latency_ms,balanced_utility,heavy_correct,heavy_confidence,heavy_latency_ms,heavy_utility,best_tier
data\test\Mango__Rotten\598.jpg,Mango__Rotten,burst,224,224,9.83,304.26,113.63,0.056,1,0.9555,1458.71,0.3692,1,1.0,1611.21,0.1782,1,0.9833,2648.49,0.0041,fast
data\test\Orange__Healthy\freshOrange (251).jpg,Orange__Healthy,heavy,392,362,129.97,663.84,149.85,0.0169,0,0.5715,819.11,-0.4173,1,1.0,1030.09,0.3721,1,0.9992,1049.77,0.3538,balanced
data\test\Strawberry__Healthy\freshStrawberry (587).jpg,Strawberry__Healthy,light,224,224,9.23,365.25,116.1,0.0615,1,0.8488,76.7,0.8304,1,1.0,94.24,0.6844,1,0.9949,152.13,0.6534,fast
data\test\Apple__Healthy\saltandpepper_Screen Shot 2018-06-08 at 5.06.23 PM.png,Apple__Healthy,light,194,156,26.61,2926.07,216.77,0.0335,1,0.9832,34.82,0.8444,1,1.0,80.28,0.6891,1,0.9983,52.36,0.6867,fast
data\test\Mango__Rotten\rottenMango (401).jpg,Mango__Rotten,light,224,224,4.1,175.75,128.22,0.0306,1,0.8895,48.6,0.8398,1,1.0,148.37,0.6664,1,0.9994,121.27,0.6637,fast
data\test\Orange__Healthy\rotated_by_75_Screen Shot 2018-06-13 at 12.19.08 AM.png,Orange__Healthy,heavy,362,332,138.17,340.7,144.42,0.0168,1,0.8988,630.66,0.6456,1,0.9951,1207.88,0.3128,1,0.9778,1004.42,0.3689,fast
data\test\Apple__Rotten\translation_Screen Shot 2018-06-07 at 3.00.17 PM.png,Apple__Rotten,light,456,430,197.05,622.24,117.1,0.0466,1,0.6626,20.77,0.8491,1,1.0,67.3,0.6934,1,0.9998,133.9,0.6594,fast
data\test\Apple__Healthy\freshApple (616).png,Apple__Healthy,light,320,258,114.64,1330.17,127.5,0.0737,1,0.9337,65.88,0.834,1,0.9999,73.28,0.6914,1,0.9998,78.02,0.6781,fast
data\test\Strawberry__Healthy\freshStrawberry (75).jpg,Strawberry__Healthy,light,1298,1980,383.02,52.16,133.43,0.0182,1,0.9998,29.09,0.8463,1,0.9999,90.74,0.6856,1,0.9999,171.58,0.6469,fast
data\test\Tomato__Rotten\rottenTomato (447).jpg,Tomato__Rotten,burst,224,224,4.33,87.39,132.7,0.0214,1,0.9234,1604.02,0.3207,1,1.0,2594.45,0.0159,1,1.0,1450.96,0.2199,fast
data\test\Jujube__Healthy\FreshJujube (190).jpg,Jujube__Healthy,light,2707,3126,1062.69,17.96,164.42,0.0001,1,0.821,69.81,0.8327,1,0.9999,96.41,0.6837,1,0.998,22.86,0.6965,fast
data\test\Banana__Healthy\rotated_by_75_Screen Shot 2018-06-12 at 9.43.11 PM.png,Banana__Healthy,light,666,434,104.25,234.96,159.26,0.0065,1,0.9825,58.38,0.8365,1,1.0,206.29,0.647,1,1.0,164.48,0.6492,fast
data\test\Cucumber__Rotten\rottenCucumber (144).jpg,Cucumber__Rotten,heavy,100,100,4.83,3728.12,170.44,0.0948,1,0.9973,561.87,0.6685,1,1.0,1032.23,0.3714,1,1.0,1005.67,0.3685,fast
data\test\Banana__Healthy\freshBanana (308).jpg,Banana__Healthy,light,224,224,8.01,200.52,128.5,0.0292,1,0.9559,70.63,0.8325,1,1.0,166.36,0.6603,1,0.9999,65.7,0.6822,fast
data\test\Orange__Rotten\Screen Shot 2018-06-12 at 11.30.16 PM.png,Orange__Rotten,burst,458,432,316.63,44.62,131.59,0.0066,1,0.9924,1355.71,0.4036,1,1.0,1819.27,0.1087,1,1.0,7507.99,0.0041,fast
data\test\Mango__Rotten\alternaria_137.jpg,Mango__Rotten,heavy,224,224,6.4,79.85,121.46,0.0171,1,0.9386,441.57,0.7087,1,1.0,5305.17,0.0159,1,1.0,1076.02,0.345,fast
data\test\Banana__Rotten\translation_Screen Shot 2018-06-12 at 8.49.52 PM.png,Banana__Rotten,heavy,628,374,120.62,589.07,173.79,0.0188,1,0.9954,608.85,0.6528,1,1.0,1199.59,0.3155,1,1.0,1112.51,0.3329,fast
data\test\Mango__Healthy\473.jpg,Mango__Healthy,heavy,224,224,2.95,38.15,148.26,0.0077,1,0.9126,442.09,0.7085,1,1.0,1137.79,0.3362,1,1.0,994.35,0.3723,fast
data\test\Apple__Healthy\freshApple (283).jpg,Apple__Healthy,light,100,100,5.39,1202.16,119.63,0.065,1,0.6926,427.32,0.7134,1,0.9989,113.08,0.6781,1,0.9946,122.96,0.6631,fast
data\test\Banana__Healthy\rotated_by_30_Screen Shot 2018-06-12 at 9.42.18 PM.png,Banana__Healthy,light,494,350,87.59,434.87,190.12,0.0138,1,0.9572,90.05,0.826,1,0.9999,139.81,0.6692,1,0.9753,120.99,0.6638,fast
data\test\Apple__Rotten\rottenApple (304).jpg,Apple__Rotten,heavy,238,216,43.39,32.5,202.23,0.0164,1,0.9633,730.75,0.6121,1,0.9999,1207.88,0.3128,1,1.0,1112.74,0.3328,fast
data\test\Mango__Healthy\694.jpg,Mango__Healthy,heavy,224,224,6.0,71.58,124.05,0.0215,1,0.9975,623.22,0.648,1,1.0,820.25,0.4421,1,1.0,836.45,0.425,fast
data\test\Orange__Rotten\vertical_flip_Screen Shot 2018-06-12 at 11.30.11 PM.png,Orange__Rotten,heavy,454,408,242.41,54.95,130.87,0.009,1,0.9983,706.73,0.6202,1,1.0,1042.45,0.368,1,1.0,1041.4,0.3566,fast
data\test\Banana__Healthy\freshBanana (405).jpg,Banana__Healthy,light,224,224,6.21,160.7,128.8,0.0165,1,0.9863,51.19,0.8389,1,1.0,39.67,0.7026,1,0.9997,195.91,0.6387,fast
data\test\Bellpepper__Healthy\freshPepper (230).jpg,Bellpepper__Healthy,burst,224,224,15.15,475.69,89.99,0.0842,1,0.9917,223.32,0.7815,1,0.9997,2552.99,0.0159,1,0.9999,1118.71,0.3308,fast
data\test\Banana__Rotten\rottenBanana (58).jpg,Banana__Rotten,heavy,3443,2545,1021.47,52.94,155.1,0.0033,1,0.9998,1342.85,0.4079,1,1.0,1180.37,0.3219,1,1.0,1108.18,0.3343,fast
data\test\Banana__Rotten\saltandpepper_Screen Shot 2018-06-12 at 9.05.32 PM.png,Banana__Rotten,light,554,374,124.16,3309.43,208.51,0.041,1,0.9974,108.29,0.8199,1,1.0,85.41,0.6874,1,1.0,163.68,0.6495,fast
data\test\Potato__Rotten\rottenPotato (524).jpg,Potato__Rotten,light,398,320,13.57,604.27,226.56,0.0505,0,0.9391,23.92,-0.152,0,0.9485,96.84,-0.3165,0,0.674,40.51,-0.3094,fast
data\test\Strawberry__Rotten\rottenStrawberry (535).jpg,Strawberry__Rotten,heavy,224,224,3.88,77.81,127.3,0.0186,1,0.9615,610.51,0.6523,1,1.0,1202.57,0.3145,1,0.9999,1720.13,0.1301,fast
data\test\Guava__Rotten\RottenGuava (88).jpg,Guava__Rotten,light,2444,2112,848.33,147.92,167.68,0.0205,1,0.5419,71.57,0.8321,1,1.0,48.18,0.6998,1,1.0,163.68,0.6495,fast
data\test\Apple__Healthy\rotated_by_30_Screen Shot 2018-06-08 at 5.08.05 PM.png,Apple__Healthy,heavy,380,446,174.64,400.12,125.3,0.024,1,0.9926,624.21,0.6477,1,1.0,1138.32,0.336,1,1.0,1200.39,0.3035,fast
data\test\Banana__Healthy\freshBanana (320).jpg,Banana__Healthy,light,224,224,5.87,187.24,130.43,0.026,1,0.9611,31.46,0.8455,1,1.0,24.32,0.7078,1,1.0,133.17,0.6597,fast
data\test\Banana__Rotten\rotated_by_75_Screen Shot 2018-06-12 at 8.55.53 PM.png,Banana__Rotten,light,592,424,190.63,310.36,118.13,0.0206,1,0.9193,32.39,0.8452,1,1.0,94.2,0.6844,1,1.0,137.54,0.6582,fast
data\test\Orange__Rotten\rottenOrange (80).jpg,Orange__Rotten,light,2325,2043,585.23,24.17,169.59,0.0028,1,0.7382,28.64,0.8465,1,0.9999,113.59,0.678,1,0.9989,86.62,0.6752,fast
data\test\Bellpepper__Rotten\rottenPepper (112).jpg,Bellpepper__Rotten,light,275,183,8.93,924.35,118.83,0.124,0,0.6419,70.7,-0.1676,0,0.5964,124.43,-0.3257,1,0.9235,107.44,0.6683,heavy
data\test\Banana__Healthy\Banana__Healthy_augmented_27.jpg,Banana__Healthy,heavy,224,224,5.89,727.78,226.81,0.0424,1,0.8979,596.35,0.657,1,1.0,1051.2,0.365,1,1.0,797.29,0.438,fast
data\test\Mango__Healthy\655.jpg,Mango__Healthy,light,224,224,9.54,352.55,114.54,0.1137,1,0.977,48.23,0.8399,1,1.0,161.32,0.662,1,1.0,139.7,0.6575,fast
data\test\Tomato__Rotten\rottenTomato (441).jpg,Tomato__Rotten,burst,224,224,4.4,77.84,132.86,0.0226,1,0.927,1256.12,0.4368,1,0.9998,1757.87,0.1292,1,1.0,3134.77,0.0041,fast
data\test\Orange__Rotten\rottenOrange (516).jpg,Orange__Rotten,heavy,224,224,6.55,328.53,87.69,0.0415,1,0.6182,551.92,0.6718,1,1.0,966.77,0.3932,1,1.0,1112.74,0.3328,fast
data\test\Mango__Rotten\anthracnose_101.jpg,Mango__Rotten,heavy,378,264,32.97,611.69,96.87,0.1061,1,0.9941,707.82,0.6198,1,0.9984,1110.22,0.3454,1,0.9999,889.41,0.4073,fast
data\test\Banana__Rotten\rotated_by_60_Screen Shot 2018-06-12 at 8.53.15 PM.png,Banana__Rotten,light,294,246,72.23,292.75,93.26,0.0269,1,0.7147,95.66,0.8241,1,1.0,69.49,0.6927,1,1.0,134.05,0.6594,fast
data\test\Banana__Rotten\rottenBanana (244).jpg,Banana__Rotten,heavy,1023,682,43.79,116.34,227.87,0.013,1,0.7541,709.29,0.6193,1,0.9999,1143.16,0.3344,1,1.0,1346.25,0.2548,fast
data\test\Orange__Rotten\rottenOrange (372).jpg,Orange__Rotten,heavy,224,224,4.43,110.9,149.81,0.0243,1,0.2363,610.37,0.6523,1,0.9999,328.86,0.6061,1,0.9954,1027.73,0.3611,fast
data\test\Apple__Healthy\rotated_by_30_Screen Shot 2018-06-08 at 5.12.14 PM.png,Apple__Healthy,light,470,452,195.94,387.73,136.06,0.0132,1,0.9147,43.36,0.8416,1,0.9992,142.53,0.6683,1,0.9999,65.73,0.6822,fast
data\test\Orange__Rotten\rottenOrange (93).jpg,Orange__Rotten,heavy,2280,2590,782.71,22.37,143.21,0.0006,1,0.4076,734.82,0.6108,1,0.9533,1110.22,0.3454,1,0.9992,835.92,0.4252,fast
data\test\Mango__Healthy\62.jpg,Mango__Healthy,light,224,224,4.48,58.82,88.7,0.0117,1,0.9796,112.34,0.8185,1,1.0,82.29,0.6884,1,1.0,48.77,0.6879,fast
data\test\Orange__Healthy\rotated_by_60_Screen Shot 2018-06-13 at 12.10.10 AM.png,Orange__Healthy,light,268,274,81.17,606.05,145.26,0.0331,1,0.9527,17.13,0.8503,1,1.0,80.7,0.6889,1,1.0,158.45,0.6512,fast
data\test\Apple__Healthy\freshApple (654).png,Apple__Healthy,light,320,258,134.68,1281.06,160.15,0.1148,1,0.9758,24.42,0.8479,1,1.0,109.61,0.6793,1,1.0,33.45,0.693,fast
data\test\Carrot__Rotten\rottenCarrot (89).jpg,Carrot__Rotten,light,230,219,5.75,929.96,209.23,0.079,1,0.9036,17.68,0.8501,1,1.0,114.43,0.6777,1,0.9997,70.3,0.6807,fast
data\test\Potato__Rotten\rottenPotato (258).jpg,Potato__Rotten,heavy,252,200,6.43,1212.15,120.23,0.0747,1,0.655,756.16,0.6037,1,1.0,1132.51,0.3379,1,0.9998,837.15,0.4247,fast
data\test\Mango__Healthy\875.jpg,Mango__Healthy,heavy,224,224,6.01,80.17,106.46,0.0249,1,0.9955,622.9,0.6481,1,1.0,1194.45,0.3172,1,0.9999,1266.89,0.2813,fast
data\test\Apple__Rotten\rotated_by_30_Screen Shot 2018-06-07 at 2.43.13 PM.png,Apple__Rotten,heavy,458,420,190.2,383.27,110.76,0.0123,1,0.7548,873.59,0.5645,1,1.0,1162.82,0.3278,1,0.9984,1266.89,0.2813,fast
data\test\Banana__Healthy\freshBanana (97).jpg,Banana__Healthy,light,1186,1456,111.42,20.12,166.68,0.0037,1,0.3921,40.91,0.8424,1,1.0,52.93,0.6982,1,0.993,43.7,0.6895,fast
data\test\Orange__Healthy\rotated_by_75_Screen Shot 2018-06-13 at 12.05.33 AM.png,Orange__Healthy,light,342,300,114.61,381.88,149.55,0.0188,1,0.976,35.07,0.8443,1,0.9981,54.8,0.6976,1,0.9997,216.83,0.6318,fast
data\test\Tomato__Healthy\freshTomato (124).png,Tomato__Healthy,heavy,480,322,172.82,561.69,153.69,0.0571,1,0.9433,623.91,0.6478,1,1.0,1143.16,0.3344,1,0.9993,993.77,0.3725,fast
data\test\Mango__Rotten\206.jpg,Mango__Rotten,burst,224,224,3.27,55.61,149.59,0.0183,1,0.9364,1411.75,0.3849,1,1.0,391.34,0.5853,1,1.0,2488.05,0.0041,balanced
data\test\Banana__Rotten\Screen Shot 2018-06-12 at 9.08.26 PM.png,Banana__Rotten,light,600,390,121.13,44.27,213.96,0.0115,1,0.9839,60.87,0.8357,1,1.0,132.53,0.6716,1,1.0,41.87,0.6902,fast
data\test\Mango__Rotten\alternaria_141.jpg,Mango__Rotten,light,224,224,6.24,54.74,135.89,0.021,1,0.9827,135.56,0.8108,1,1.0,70.26,0.6924,1,1.0,137.62,0.6582,fast
data\test\Strawberry__Healthy\freshStrawberry (199).jpg,Strawberry__Healthy,light,1526,2222,493.04,57.6,142.0,0.0158,1,0.9968,117.62,0.8168,1,1.0,36.78,0.7036,1,0.9999,107.44,0.6683,fast
data\test\Guava__Healthy\FreshGuava (32).jpg,Guava__Healthy,burst,1158,1138,182.81,53.98,145.09,0.0129,1,0.9862,128.08,0.8133,1,1.0,1544.95,0.2003,1,1.0,1795.6,0.1049,fast
data\test\Apple__Rotten\rottenApple (38).jpg,Apple__Rotten,heavy,2276,2403,583.07,31.21,166.75,0.0023,0,0.7312,781.22,-0.4047,1,1.0,1067.04,0.3598,1,1.0,1239.04,0.2906,balanced
data\test\Apple__Healthy\freshApple (438).png,Apple__Healthy,heavy,480,322,205.83,359.25,108.86,0.0564,1,0.8429,621.35,0.6487,1,0.9985,1207.88,0.3128,1,0.9998,454.93,0.5523,fast
data\test\Mango__Healthy\healthy_199.jpg,Mango__Healthy,light,224,224,4.36,64.56,143.79,0.0122,1,0.9613,44.01,0.8413,1,1.0,47.96,0.6999,1,1.0,119.46,0.6643,fast
data\test\Apple__Rotten\rotated_by_15_Screen Shot 2018-06-08 at 2.26.09 PM.png,Apple__Rotten,burst,236,202,41.68,696.19,180.24,0.0284,1,0.9651,969.67,0.5324,1,0.9849,1223.04,0.3077,1,0.9715,1703.21,0.1357,fast
data\test\Potato__Healthy\freshPotato (317).jpg,Potato__Healthy,burst,100,100,4.5,1305.23,175.75,0.0428,1,0.9413,423.54,0.7147,1,0.9998,1543.91,0.2006,1,0.9997,1215.87,0.2984,fast
data\test\Banana__Healthy\freshBanana (51).jpg,Banana__Healthy,burst,1058,741,65.24,14.26,170.61,0.0057,1,0.9358,445.26,0.7074,1,1.0,1895.21,0.0834,1,0.9999,715.83,0.4652,fast
data\test\Mango__Rotten\445.jpg,Mango__Rotten,heavy,224,224,10.16,392.79,105.75,0.0706,1,0.981,655.57,0.6372,1,0.9999,1111.16,0.345,1,1.0,996.18,0.3717,fast
data\test\Potato__Healthy\freshPotato (86).jpg,Potato__Healthy,heavy,100,100,4.45,1603.5,177.21,0.0624,1,0.9096,819.64,0.5825,1,1.0,1174.13,0.324,1,0.9822,1058.9,0.3507,fast
data\test\Orange__Healthy\translation_Screen Shot 2018-06-13 at 12.06.59 AM.png,Orange__Healthy,light,336,274,82.48,717.4,153.82,0.0264,1,0.9939,92.57,0.8251,1,1.0,30.67,0.7056,1,1.0,53.38,0.6863,fast
data\test\Mango__Rotten\560.jpg,Mango__Rotten,heavy,224,224,10.34,346.7,119.33,0.0872,1,0.9911,647.68,0.6399,1,1.0,1032.23,0.3714,1,0.9999,1048.86,0.3541,fast
data\test\Orange__Healthy\Screen Shot 2018-06-13 at 12.05.13 AM.png,Orange__Healthy,light,366,326,160.16,57.7,193.58,0.017,1,0.9909,35.07,0.8443,1,1.0,82.38,0.6884,1,0.9999,58.35,0.6847,fast
data\test\Banana__Rotten\rottenBanana (2).jpg,Banana__Rotten,heavy,4034,2601,1881.38,193.0,152.0,0.0204,1,0.9998,806.51,0.5869,1,1.0,1087.44,0.353,1,0.9985,992.78,0.3728,fast
data\test\Mango__Healthy\355.jpg,Mango__Healthy,light,224,224,4.01,32.95,144.38,0.0114,1,0.7684,22.05,0.8487,1,1.0,116.82,0.6769,1,0.9999,177.27,0.645,fast
data\test\Cucumber__Rotten\rottenCucumber (262).jpg,Cucumber__Rotten,heavy,390,280,12.16,1029.56,233.4,0.0336,1,0.5237,474.62,0.6976,1,0.8478,1435.59,0.2368,1,0.9994,993.31,0.3726,fast
data\test\Apple__Rotten\rottenApple (259).jpg,Apple__Rotten,light,392,352,78.16,411.58,188.67,0.0255,1,0.9718,428.83,0.7129,1,1.0,139.21,0.6694,1,1.0,92.93,0.6731,fast
data\test\Apple__Healthy\freshApple (781).png,Apple__Healthy,light,320,258,94.04,1212.35,89.6,0.0586,0,0.3526,135.95,-0.1894,1,0.9936,68.52,0.693,1,0.9967,41.34,0.6903,balanced
data\test\Orange__Rotten\rottenOrange (120).jpg,Orange__Rotten,heavy,2451,2206,678.6,17.41,162.92,0.0003,1,0.7057,627.17,0.6467,1,1.0,1143.16,0.3344,1,1.0,1099.62,0.3372,fast
data\test\Bellpepper__Healthy\freshPepper (137).jpg,Bellpepper__Healthy,heavy,670,370,36.66,56.01,138.1,0.0331,1,0.9638,580.57,0.6623,1,0.9694,967.8,0.3929,1,0.9661,1040.89,0.3568,fast
data\test\Orange__Healthy\rotated_by_60_Screen Shot 2018-06-13 at 12.18.27 AM.png,Orange__Healthy,burst,254,280,73.01,608.97,156.36,0.0203,1,0.9095,1014.52,0.5174,1,0.9995,1200.87,0.3151,1,0.9997,1795.09,0.1051,fast
data\test\Apple__Healthy\freshApple (676).png,Apple__Healthy,heavy,320,258,124.48,1317.53,161.66,0.0975,1,0.9745,735.34,0.6106,1,1.0,1212.55,0.3112,1,0.9999,1048.86,0.3541,fast
data\test\Orange__Healthy\freshOrange (82).jpg,Orange__Healthy,light,3000,4000,3524.95,27.15,170.18,0.0009,1,0.4809,47.23,0.8403,1,0.9996,140.23,0.6691,1,0.9995,147.46,0.6549,fast
data\test\Apple__Healthy\freshApple (667).png,Apple__Healthy,heavy,320,258,124.19,1558.35,73.44,0.0756,1,0.917,667.05,0.6334,1,0.9998,828.6,0.4393,1,0.9996,429.5,0.5608,fast
data\test\Orange__Healthy\rotated_by_75_Screen Shot 2018-06-13 at 12.13.58 AM.png,Orange__Healthy,light,376,314,102.25,372.21,157.04,0.009,1,0.9825,16.96,0.8504,1,1.0,68.52,0.693,1,0.9999,106.15,0.6687,fast
data\test\Banana__Healthy\freshBanana (387).jpg,Banana__Healthy,light,224,224,7.08,166.32,126.59,0.027,1,0.9861,103.09,0.8216,1,1.0,94.0,0.6845,1,0.9999,29.4,0.6943,fast
data\test\Orange__Rotten\translation_Screen Shot 2018-06-12 at 11.27.12 PM.png,Orange__Rotten,heavy,310,266,97.52,919.86,123.94,0.0495,1,0.7748,635.64,0.6439,1,0.9478,1067.04,0.3598,1,0.9257,1047.29,0.3546,fast
data\test\Orange__Healthy\translation_Screen Shot 2018-06-13 at 12.10.21 AM.png,Orange__Healthy,heavy,404,330,115.6,635.8,149.32,0.0136,1,0.9305,519.38,0.6827,1,1.0,1202.57,0.3145,1,1.0,998.4,0.3709,fast
data\test\Orange__Rotten\rotated_by_15_Screen Shot 2018-06-12 at 11.27.26 PM.png,Orange__Rotten,heavy,468,420,254.22,289.58,167.4,0.0456,1,0.9984,581.76,0.6619,1,1.0,1131.29,0.3383,1,0.9998,1024.3,0.3623,fast
data\test\Banana__Healthy\rotated_by_45_Screen Shot 2018-06-12 at 9.58.56 PM.png,Banana__Healthy,light,388,324,111.22,607.52,181.23,0.032,1,0.9997,31.88,0.8454,1,1.0,142.63,0.6683,1,0.9999,61.98,0.6834,fast
data\test\Banana__Rotten\translation_Screen Shot 2018-06-12 at 9.23.10 PM.png,Banana__Rotten,light,740,518,462.39,314.0,106.77,0.0305,1,1.0,45.91,0.8407,1,1.0,82.38,0.6884,1,1.0,172.1,0.6467,fast
data\test\Apple__Rotten\Screen Shot 2018-06-07 at 2.33.47 PM.png,Apple__Rotten,burst,400,338,193.44,148.01,199.17,0.0614,0,0.8121,1427.71,-0.6205,1,0.9329,1752.28,0.1311,1,0.9951,1215.87,0.2984,heavy
data\test\Apple__Healthy\freshApple (446).png,Apple__Healthy,light,480,322,212.79,260.88,145.58,0.0664,1,0.7115,83.48,0.8282,1,0.998,176.52,0.657,1,0.9992,83.89,0.6761,fast
data\test\Orange__Rotten\translation_Screen Shot 2018-06-12 at 11.28.00 PM.png,Orange__Rotten,burst,394,328,106.44,667.82,172.82,0.0151,0,0.6725,445.13,-0.2925,1,0.9998,1762.21,0.1278,1,0.9998,3134.77,0.0041,balanced
data\test\Orange__Rotten\rotated_by_60_Screen Shot 2018-06-12 at 11.32.55 PM.png,Orange__Rotten,light,280,252,107.88,659.28,152.44,0.0534,1,0.9992,92.24,0.8252,1,1.0,70.68,0.6923,1,0.9999,216.83,0.6318,fast
data\test\Apple__Rotten\rotated_by_75_Screen Shot 2018-06-08 at 2.35.37 PM.png,Apple__Rotten,light,320,328,93.88,448.38,178.33,0.0176,1,0.9484,46.57,0.8405,1,1.0,58.92,0.6962,1,1.0,168.42,0.6479,fast
data\test\Orange__Healthy\freshOrange (119).png,Orange__Healthy,burst,320,258,91.07,1259.24,124.85,0.055,1,0.9169,3050.34,0.156,1,0.9987,915.62,0.4103,1,0.9999,1442.27,0.2228,balanced
data\test\Strawberry__Healthy\freshStrawberry (586).jpg,Strawberry__Healthy,light,224,224,9.01,310.22,123.78,0.0434,1,0.8681,60.51,0.8358,1,1.0,82.69,0.6883,1,1.0,147.24,0.655,fast
data\test\Jujube__Rotten\RottenJujube (97).jpg,Jujube__Rotten,heavy,3695,2947,1227.53,19.82,201.56,0.0011,1,0.6661,537.69,0.6766,1,0.9943,1086.39,0.3533,1,0.9867,1058.9,0.3507,fast
data\test\Guava__Rotten\RottenGuava (114).jpg,Guava__Rotten,light,2563,2633,1029.22,46.64,113.43,0.0026,1,0.7396,73.95,0.8313,1,0.9992,80.28,0.6891,1,1.0,38.74,0.6912,fast
data\test\Orange__Rotten\translation_Screen Shot 2018-06-12 at 11.20.40 PM.png,Orange__Rotten,heavy,486,414,184.37,561.09,165.99,0.0125,0,0.9577,621.75,-0.3515,1,0.9961,1051.71,0.3649,1,0.9849,1229.39,0.2938,balanced
data\test\Banana__Rotten\vertical_flip_Screen Shot 2018-06-12 at 9.11.52 PM.png,Banana__Rotten,light,308,240,85.16,104.4,190.35,0.0462,1,0.9997,65.18,0.8343,1,1.0,53.58,0.698,1,0.9999,87.24,0.675,fast
data\test\Apple__Healthy\Screen Shot 2018-06-08 at 5.20.32 PM.png,Apple__Healthy,light,432,440,210.88,20.22,163.3,0.0112,1,0.9644,63.18,0.8349,1,1.0,139.85,0.6692,1,0.9999,55.93,0.6855,fast
data\test\Apple__Rotten\rotated_by_45_Screen Shot 2018-06-07 at 2.56.16 PM.png,Apple__Rotten,heavy,546,474,280.86,403.69,150.8,0.035,1,0.9542,819.64,0.5825,1,0.9997,1085.84,0.3535,1,0.9998,1099.62,0.3372,fast
data\test\Banana__Healthy\rotated_by_75_Screen Shot 2018-06-12 at 9.59.12 PM.png,Banana__Healthy,light,212,160,42.69,784.08,160.9,0.0513,1,0.7674,36.56,0.8438,1,0.9995,35.49,0.704,1,0.9995,125.27,0.6623,fast
data\test\Banana__Rotten\translation_Screen Shot 2018-06-12 at 8.57.46 PM.png,Banana__Rotten,light,428,376,167.79,492.38,136.39,0.0371,0,0.529,37.46,-0.1565,1,0.9985,42.83,0.7016,1,1.0,77.96,0.6781,balanced
data\test\Mango__Rotten\21.jpg,Mango__Rotten,light,224,224,4.3,135.31,104.44,0.027,1,0.996,83.46,0.8282,1,1.0,58.42,0.6964,1,0.9999,143.16,0.6564,fast
data\test\Orange__Healthy\freshOrange (16).png,Orange__Healthy,light,320,258,119.61,1717.75,130.46,0.0948,1,0.9136,159.75,0.8027,1,1.0,20.21,0.7091,1,0.9955,51.03,0.6871,fast
data\test\Apple__Healthy\freshApple (514).png,Apple__Healthy,heavy,320,258,115.49,1391.87,140.64,0.0789,1,0.7938,585.36,0.6607,1,0.9991,1137.79,0.3362,1,0.9985,998.4,0.3709,fast
data\test\Carrot__Healthy\freshCarrot (181).jpg,Carrot__Healthy,light,224,224,15.78,482.32,97.68,0.0824,1,0.8017,21.33,0.8489,1,1.0,58.42,0.6964,1,0.9998,71.96,0.6801,fast
data\test\Banana__Rotten\rotated_by_30_Screen Shot 2018-06-12 at 9.02.15 PM.png,Banana__Rotten,light,476,384,193.96,450.34,151.08,0.0476,1,1.0,66.87,0.8337,1,1.0,145.0,0.6675,1,1.0,62.92,0.6831,fast
data\test\Mango__Rotten\alternaria_121.jpg,Mango__Rotten,heavy,224,224,6.47,867.19,115.72,0.0484,1,0.9911,699.68,0.6225,1,1.0,1180.37,0.3219,1,1.0,1158.25,0.3176,fast
data\test\Apple__Healthy\rotated_by_15_Screen Shot 2018-06-08 at 5.00.26 PM.png,Apple__Healthy,light,414,420,132.31,350.4,176.04,0.0114,1,0.9758,84.94,0.8277,1,0.9999,140.23,0.6691,1,0.9999,117.61,0.6649,fast
data\test\Mango__Rotten\752.jpg,Mango__Rotten,heavy,224,224,6.94,155.17,102.9,0.0302,1,0.8871,581.09,0.6621,1,1.0,1173.62,0.3242,1,0.9995,1114.32,0.3322,fast
data\test\Apple__Rotten\rotated_by_60_Screen Shot 2018-06-08 at 2.36.23 PM.png,Apple__Rotten,light,210,194,42.72,845.17,156.85,0.0262,1,0.9575,92.13,0.8253,1,0.9999,82.69,0.6883,1,0.9996,104.31,0.6693,fast
data\test\Grape__Healthy\FreshGrape (61).jpg,Grape__Healthy,light,765,777,58.62,14.92,154.84,0.0042,1,0.8499,69.19,0.8329,1,1.0,113.71,0.6779,1,1.0,104.79,0.6692,fast
data\test\Orange__Healthy\translation_Screen Shot 2018-06-13 at 12.04.46 AM.png,Orange__Healthy,heavy,492,424,186.96,550.31,172.75,0.0133,1,0.9922,628.09,0.6464,1,1.0,1131.98,0.3381,1,1.0,1111.51,0.3332,fast
data\test\Banana__Rotten\rotated_by_45_Screen Shot 2018-06-12 at 9.17.05 PM.png,Banana__Rotten,heavy,632,396,96.9,487.48,161.68,0.0137,1,0.9962,756.16,0.6037,1,1.0,1434.51,0.2371,1,1.0,581.89,0.5099,fast
data\test\Banana__Rotten\rotated_by_30_Screen Shot 2018-06-12 at 9.17.44 PM.png,Banana__Rotten,light,646,392,137.9,394.41,164.04,0.0303,1,0.9972,47.04,0.8403,1,1.0,110.54,0.679,1,1.0,92.0,0.6734,fast
data\test\Guava__Healthy\FreshGuava (128).jpg,Guava__Healthy,light,1310,1193,160.84,55.16,157.09,0.0139,1,0.9958,12.25,0.8519,1,0.9997,94.0,0.6845,1,0.9996,145.06,0.6557,fast
data\test\Cucumber__Rotten\rottenCucumber (118).jpg,Cucumber__Rotten,light,100,100,4.14,3132.4,187.34,0.0601,1,0.984,20.1,0.8493,1,1.0,67.15,0.6935,1,1.0,52.36,0.6867,fast
